,Id,Zoomed_Image_Data
50,LIDC-IDRI-0136-1,"[[0.59215686 0.58431373 0.57254902 ... 0.50588235 0.51372549 0.5372549 ]
 [0.62352941 0.61568627 0.6        ... 0.49803922 0.50588235 0.5254902 ]
 [0.63921569 0.63921569 0.63137255 ... 0.50980392 0.50980392 0.51372549]
 ...
 [0.1254902  0.0627451  0.05490196 ... 0.02745098 0.02745098 0.03137255]
 [0.16862745 0.07058824 0.05490196 ... 0.02745098 0.03137255 0.03137255]
 [0.17254902 0.0745098  0.05490196 ... 0.02745098 0.02745098 0.03137255]]"
51,LIDC-IDRI-0136-2,"[[0.71764706 0.72156863 0.72941176 ... 0.67843137 0.67843137 0.68627451]
 [0.73333333 0.7254902  0.7372549  ... 0.67843137 0.69019608 0.68235294]
 [0.7372549  0.7254902  0.76470588 ... 0.68235294 0.69019608 0.67843137]
 ...
 [0.04705882 0.07058824 0.11764706 ... 0.72941176 0.7254902  0.74117647]
 [0.10588235 0.15686275 0.20392157 ... 0.72941176 0.73333333 0.74901961]
 [0.2        0.23137255 0.21176471 ... 0.72941176 0.74117647 0.74509804]]"
52,LIDC-IDRI-0136-3,"[[1.         0.89019608 0.77254902 ... 0.75686275 0.72941176 0.68235294]
 [0.94509804 0.83529412 0.74117647 ... 0.78039216 0.75294118 0.70196078]
 [0.8627451  0.76470588 0.70980392 ... 0.77254902 0.75686275 0.72156863]
 ...
 [0.71764706 0.69019608 0.64705882 ... 0.10588235 0.10196078 0.10196078]
 [0.71372549 0.69803922 0.63921569 ... 0.09803922 0.09803922 0.09411765]
 [0.7372549  0.70196078 0.62352941 ... 0.09019608 0.09019608 0.09411765]]"
53,LIDC-IDRI-0136-4,"[[0.4745098  0.48235294 0.49411765 ... 0.63137255 0.63921569 0.63529412]
 [0.48235294 0.50196078 0.51372549 ... 0.63137255 0.65490196 0.63921569]
 [0.49019608 0.52156863 0.5254902  ... 0.63137255 0.63921569 0.62745098]
 ...
 [0.59215686 0.60392157 0.61568627 ... 0.02352941 0.02745098 0.03137255]
 [0.6        0.59607843 0.6        ... 0.03529412 0.05882353 0.07058824]
 [0.60784314 0.60784314 0.61568627 ... 0.10196078 0.1254902  0.14901961]]"
54,LIDC-IDRI-0136-5,"[[0.03137255 0.03137255 0.02745098 ... 0.50196078 0.56470588 0.62745098]
 [0.03529412 0.03137255 0.02745098 ... 0.55294118 0.58823529 0.61568627]
 [0.02352941 0.02745098 0.04313725 ... 0.56470588 0.6        0.62745098]
 ...
 [0.01568627 0.01960784 0.01176471 ... 0.4627451  0.4745098  0.46666667]
 [0.01568627 0.01568627 0.01960784 ... 0.44313725 0.45098039 0.45098039]
 [0.01568627 0.01176471 0.02745098 ... 0.45882353 0.45490196 0.45490196]]"
55,LIDC-IDRI-0136-6,"[[0.02745098 0.03137255 0.02745098 ... 0.18823529 0.24705882 0.3372549 ]
 [0.02745098 0.02745098 0.02745098 ... 0.34509804 0.39607843 0.42352941]
 [0.02352941 0.01176471 0.03137255 ... 0.42745098 0.43921569 0.42352941]
 ...
 [0.4745098  0.46666667 0.47058824 ... 0.4627451  0.47058824 0.4745098 ]
 [0.49411765 0.48235294 0.4745098  ... 0.44313725 0.45098039 0.4627451 ]
 [0.49411765 0.49803922 0.50196078 ... 0.42745098 0.43529412 0.45882353]]"
56,LIDC-IDRI-0136-7,"[[0.04313725 0.03921569 0.03921569 ... 0.04313725 0.05882353 0.0627451 ]
 [0.05490196 0.05098039 0.03921569 ... 0.05490196 0.05882353 0.05882353]
 [0.05490196 0.04705882 0.03921569 ... 0.07058824 0.0745098  0.06666667]
 ...
 [0.47058824 0.49411765 0.49411765 ... 0.55294118 0.52941176 0.52941176]
 [0.48235294 0.48235294 0.49411765 ... 0.58431373 0.56078431 0.55294118]
 [0.50196078 0.48627451 0.48235294 ... 0.57647059 0.57647059 0.59215686]]"
57,LIDC-IDRI-0136-8,"[[0.10588235 0.1254902  0.1372549  ... 0.30196078 0.56862745 0.71372549]
 [0.1372549  0.15686275 0.14901961 ... 0.25490196 0.54117647 0.70980392]
 [0.21568627 0.2627451  0.31764706 ... 0.23137255 0.50588235 0.70196078]
 ...
 [0.2        0.21176471 0.14117647 ... 0.76470588 0.77647059 0.78823529]
 [0.21960784 0.17254902 0.11372549 ... 0.76470588 0.77647059 0.80784314]
 [0.18039216 0.12156863 0.07843137 ... 0.77254902 0.80392157 0.89803922]]"
58,LIDC-IDRI-0136-9,"[[0.56078431 0.55294118 0.54901961 ... 0.52941176 0.5372549  0.56078431]
 [0.59215686 0.58431373 0.57254902 ... 0.50588235 0.51372549 0.5372549 ]
 [0.62352941 0.61568627 0.6        ... 0.49803922 0.50588235 0.5254902 ]
 ...
 [0.09019608 0.05098039 0.04313725 ... 0.03137255 0.03529412 0.03529412]
 [0.1254902  0.0627451  0.05490196 ... 0.02745098 0.02745098 0.03137255]
 [0.16862745 0.07058824 0.05490196 ... 0.02745098 0.03137255 0.03137255]]"
59,LIDC-IDRI-0136-10,"[[0.1372549  0.15686275 0.14901961 ... 0.25490196 0.54117647 0.70980392]
 [0.21568627 0.2627451  0.31764706 ... 0.23137255 0.50588235 0.70196078]
 [0.21568627 0.40392157 0.56078431 ... 0.21568627 0.4745098  0.69411765]
 ...
 [0.21960784 0.17254902 0.11372549 ... 0.76470588 0.77647059 0.80784314]
 [0.18039216 0.12156863 0.07843137 ... 0.77254902 0.80392157 0.89803922]
 [0.1372549  0.08627451 0.0627451  ... 0.79607843 0.8745098  0.97647059]]"
60,LIDC-IDRI-0136-11,"[[0.71764706 0.72156863 0.72941176 ... 0.67843137 0.67843137 0.68627451]
 [0.73333333 0.7254902  0.7372549  ... 0.67843137 0.69019608 0.68235294]
 [0.7372549  0.7254902  0.76470588 ... 0.68235294 0.69019608 0.67843137]
 ...
 [0.04705882 0.07058824 0.11764706 ... 0.72941176 0.7254902  0.74117647]
 [0.10588235 0.15686275 0.20392157 ... 0.72941176 0.73333333 0.74901961]
 [0.2        0.23137255 0.21176471 ... 0.72941176 0.74117647 0.74509804]]"
61,LIDC-IDRI-0136-12,"[[1.         1.         0.89019608 ... 0.76470588 0.75686275 0.72941176]
 [0.97647059 0.94509804 0.83529412 ... 0.77254902 0.78039216 0.75294118]
 [0.94509804 0.8627451  0.76470588 ... 0.76470588 0.77254902 0.75686275]
 ...
 [0.74901961 0.71764706 0.69019608 ... 0.10588235 0.10588235 0.10196078]
 [0.75686275 0.71372549 0.69803922 ... 0.09019608 0.09803922 0.09803922]
 [0.76078431 0.7372549  0.70196078 ... 0.09019608 0.09019608 0.09019608]]"
62,LIDC-IDRI-0136-13,"[[0.03137255 0.03529412 0.03529412 ... 0.82745098 0.74901961 0.72156863]
 [0.03921569 0.03137255 0.04313725 ... 0.82745098 0.7372549  0.7372549 ]
 [0.05882353 0.05490196 0.05882353 ... 0.84313725 0.73333333 0.73333333]
 ...
 [0.03921569 0.02352941 0.02352941 ... 0.6627451  0.63921569 0.63921569]
 [0.02745098 0.02352941 0.02745098 ... 0.62352941 0.62352941 0.62745098]
 [0.03921569 0.04705882 0.05098039 ... 0.61568627 0.61960784 0.61568627]]"
63,LIDC-IDRI-0136-14,"[[0.04705882 0.05098039 0.05098039 ... 0.05490196 0.06666667 0.05490196]
 [0.03921569 0.03921569 0.03921569 ... 0.05882353 0.0627451  0.05882353]
 [0.05098039 0.03921569 0.03921569 ... 0.05882353 0.05882353 0.07058824]
 ...
 [0.49019608 0.49019608 0.49411765 ... 0.50196078 0.52941176 0.55294118]
 [0.49411765 0.49411765 0.4745098  ... 0.52941176 0.52941176 0.5372549 ]
 [0.48235294 0.49411765 0.49803922 ... 0.56078431 0.55294118 0.54117647]]"
64,LIDC-IDRI-0136-15,"[[0.03529412 0.04705882 0.06666667 ... 0.18431373 0.27843137 0.34901961]
 [0.03529412 0.05098039 0.07843137 ... 0.34901961 0.41176471 0.43137255]
 [0.05490196 0.07058824 0.08627451 ... 0.43137255 0.45490196 0.43529412]
 ...
 [0.51372549 0.51372549 0.51372549 ... 0.49411765 0.49411765 0.50588235]
 [0.49803922 0.50196078 0.49019608 ... 0.47058824 0.4745098  0.49803922]
 [0.51372549 0.49803922 0.49019608 ... 0.45098039 0.4627451  0.49411765]]"
65,LIDC-IDRI-0136-16,"[[0.02352941 0.02352941 0.02745098 ... 0.25098039 0.46666667 0.57254902]
 [0.02745098 0.03137255 0.03921569 ... 0.36862745 0.53333333 0.59607843]
 [0.04313725 0.03137255 0.02352941 ... 0.45882353 0.56078431 0.61960784]
 ...
 [0.00392157 0.         0.         ... 0.4745098  0.4745098  0.49019608]
 [0.01960784 0.01568627 0.01176471 ... 0.47058824 0.47058824 0.46666667]
 [0.00392157 0.         0.00392157 ... 0.45490196 0.45882353 0.45490196]]"
66,LIDC-IDRI-0136-17,"[[0.4745098  0.48235294 0.49411765 ... 0.63137255 0.63921569 0.63529412]
 [0.48235294 0.50196078 0.51372549 ... 0.63137255 0.65490196 0.63921569]
 [0.49019608 0.52156863 0.5254902  ... 0.63137255 0.63921569 0.62745098]
 ...
 [0.59215686 0.60392157 0.61568627 ... 0.02352941 0.02745098 0.03137255]
 [0.6        0.59607843 0.6        ... 0.03529412 0.05882353 0.07058824]
 [0.60784314 0.60784314 0.61568627 ... 0.10196078 0.1254902  0.14901961]]"
67,LIDC-IDRI-0136-18,"[[0.7254902  0.72941176 0.7254902  ... 0.69803922 0.68627451 0.67843137]
 [0.72941176 0.72156863 0.71764706 ... 0.69803922 0.68627451 0.67843137]
 [0.75294118 0.74117647 0.73333333 ... 0.69019608 0.68627451 0.67843137]
 ...
 [0.0745098  0.05882353 0.05098039 ... 0.76470588 0.74901961 0.7372549 ]
 [0.0627451  0.05490196 0.04705882 ... 0.76078431 0.74117647 0.72941176]
 [0.0745098  0.07843137 0.10588235 ... 0.75294118 0.74117647 0.72941176]]"
68,LIDC-IDRI-0136-19,"[[0.94901961 0.83529412 0.76470588 ... 0.81176471 0.76078431 0.72156863]
 [0.85882353 0.78431373 0.74509804 ... 0.83529412 0.78823529 0.72941176]
 [0.79607843 0.75686275 0.7372549  ... 0.85882353 0.81176471 0.75294118]
 ...
 [0.79607843 0.76078431 0.65098039 ... 0.0745098  0.0745098  0.07843137]
 [0.78823529 0.75686275 0.64705882 ... 0.09019608 0.08235294 0.07843137]
 [0.78039216 0.74901961 0.63137255 ... 0.08627451 0.08235294 0.08235294]]"
69,LIDC-IDRI-0136-20,"[[0.04705882 0.03529412 0.03529412 ... 0.11764706 0.17254902 0.34509804]
 [0.04313725 0.03921569 0.03921569 ... 0.13333333 0.24705882 0.45490196]
 [0.05490196 0.04313725 0.03529412 ... 0.18823529 0.34901961 0.54117647]
 ...
 [0.03529412 0.03921569 0.06666667 ... 0.55294118 0.54901961 0.54901961]
 [0.03137255 0.02745098 0.04705882 ... 0.5254902  0.52156863 0.51372549]
 [0.03137255 0.01960784 0.01568627 ... 0.50196078 0.50196078 0.50196078]]"
70,LIDC-IDRI-0136-21,"[[0.4745098  0.48235294 0.49411765 ... 0.63137255 0.63921569 0.63529412]
 [0.48235294 0.50196078 0.51372549 ... 0.63137255 0.65490196 0.63921569]
 [0.49019608 0.52156863 0.5254902  ... 0.63137255 0.63921569 0.62745098]
 ...
 [0.59215686 0.60392157 0.61568627 ... 0.02352941 0.02745098 0.03137255]
 [0.6        0.59607843 0.6        ... 0.03529412 0.05882353 0.07058824]
 [0.60784314 0.60784314 0.61568627 ... 0.10196078 0.1254902  0.14901961]]"
71,LIDC-IDRI-0150-1,"[[0.49019608 0.49019608 0.48627451 ... 0.14117647 0.18823529 0.25098039]
 [0.48627451 0.4745098  0.4745098  ... 0.1254902  0.16470588 0.22745098]
 [0.45490196 0.45882353 0.45882353 ... 0.09019608 0.1254902  0.21176471]
 ...
 [0.49019608 0.49019608 0.49411765 ... 0.4627451  0.4627451  0.45882353]
 [0.46666667 0.47058824 0.4745098  ... 0.45882353 0.46666667 0.4627451 ]
 [0.48235294 0.48235294 0.48627451 ... 0.47058824 0.48235294 0.48627451]]"
72,LIDC-IDRI-0150-2,"[[0.03921569 0.03529412 0.02745098 ... 0.01960784 0.02745098 0.03137255]
 [0.04705882 0.03529412 0.02352941 ... 0.03137255 0.04313725 0.04313725]
 [0.05490196 0.03921569 0.03137255 ... 0.03921569 0.04705882 0.03921569]
 ...
 [0.34901961 0.23529412 0.14117647 ... 0.57647059 0.57647059 0.57647059]
 [0.31764706 0.25098039 0.18823529 ... 0.58431373 0.57647059 0.57647059]
 [0.2745098  0.23137255 0.18823529 ... 0.58823529 0.57647059 0.57647059]]"
73,LIDC-IDRI-0150-3,"[[0.05098039 0.03921569 0.03529412 ... 0.01176471 0.01568627 0.01960784]
 [0.03921569 0.03529412 0.02745098 ... 0.01960784 0.02745098 0.03137255]
 [0.04705882 0.03529412 0.02352941 ... 0.03137255 0.04313725 0.04313725]
 ...
 [0.32941176 0.17254902 0.0745098  ... 0.59215686 0.58823529 0.58431373]
 [0.34901961 0.23529412 0.14117647 ... 0.57647059 0.57647059 0.57647059]
 [0.31764706 0.25098039 0.18823529 ... 0.58431373 0.57647059 0.57647059]]"
74,LIDC-IDRI-0150-4,"[[0.49019608 0.48627451 0.48235294 ... 0.18823529 0.25098039 0.30980392]
 [0.4745098  0.4745098  0.47058824 ... 0.16470588 0.22745098 0.29803922]
 [0.45882353 0.45882353 0.45882353 ... 0.1254902  0.21176471 0.29411765]
 ...
 [0.49019608 0.49411765 0.49411765 ... 0.4627451  0.45882353 0.45098039]
 [0.47058824 0.4745098  0.48235294 ... 0.46666667 0.4627451  0.45882353]
 [0.48235294 0.48627451 0.48627451 ... 0.48235294 0.48627451 0.48627451]]"
75,LIDC-IDRI-0151-1,"[[0.03137255 0.03529412 0.03921569 ... 0.55294118 0.54509804 0.54509804]
 [0.03921569 0.04313725 0.04705882 ... 0.54901961 0.55294118 0.54509804]
 [0.03921569 0.05098039 0.05882353 ... 0.54509804 0.54901961 0.54509804]
 ...
 [0.10196078 0.08627451 0.08235294 ... 0.63921569 0.63137255 0.62745098]
 [0.09019608 0.0745098  0.0745098  ... 0.63921569 0.63529412 0.63529412]
 [0.05882353 0.05882353 0.06666667 ... 0.63921569 0.63921569 0.63921569]]"
76,LIDC-IDRI-0151-2,"[[0.03921569 0.04313725 0.04705882 ... 0.54901961 0.55294118 0.54509804]
 [0.03921569 0.05098039 0.05882353 ... 0.54509804 0.54901961 0.54509804]
 [0.03921569 0.05098039 0.05882353 ... 0.54901961 0.54509804 0.54509804]
 ...
 [0.09019608 0.0745098  0.0745098  ... 0.63921569 0.63529412 0.63529412]
 [0.05882353 0.05882353 0.06666667 ... 0.63921569 0.63921569 0.63921569]
 [0.03137255 0.04705882 0.07058824 ... 0.63921569 0.64705882 0.63921569]]"
77,LIDC-IDRI-0151-3,"[[0.03921569 0.04313725 0.04705882 ... 0.54901961 0.55294118 0.54509804]
 [0.03921569 0.05098039 0.05882353 ... 0.54509804 0.54901961 0.54509804]
 [0.03921569 0.05098039 0.05882353 ... 0.54901961 0.54509804 0.54509804]
 ...
 [0.09019608 0.0745098  0.0745098  ... 0.63921569 0.63529412 0.63529412]
 [0.05882353 0.05882353 0.06666667 ... 0.63921569 0.63921569 0.63921569]
 [0.03137255 0.04705882 0.07058824 ... 0.63921569 0.64705882 0.63921569]]"
78,LIDC-IDRI-0154-1,"[[0.4745098  0.48627451 0.49803922 ... 0.56470588 0.50588235 0.3372549 ]
 [0.4745098  0.48627451 0.49411765 ... 0.55686275 0.5372549  0.40392157]
 [0.48235294 0.49019608 0.49411765 ... 0.56078431 0.55686275 0.44313725]
 ...
 [0.08235294 0.0745098  0.07058824 ... 0.49411765 0.50588235 0.53333333]
 [0.09411765 0.08627451 0.0745098  ... 0.49411765 0.50588235 0.5372549 ]
 [0.11372549 0.10588235 0.09019608 ... 0.50980392 0.51372549 0.54509804]]"
79,LIDC-IDRI-0154-2,"[[0.49803922 0.49411765 0.49411765 ... 0.57254902 0.54117647 0.39215686]
 [0.49803922 0.49803922 0.49803922 ... 0.56078431 0.55686275 0.45098039]
 [0.49803922 0.50196078 0.50196078 ... 0.55686275 0.57647059 0.49803922]
 ...
 [0.16862745 0.15294118 0.13333333 ... 0.50588235 0.51372549 0.54901961]
 [0.20392157 0.17254902 0.15294118 ... 0.49411765 0.50980392 0.54509804]
 [0.21960784 0.20392157 0.16470588 ... 0.50588235 0.51372549 0.55294118]]"
80,LIDC-IDRI-0154-3,"[[0.93333333 0.97254902 0.91764706 ... 0.84705882 0.87058824 0.80392157]
 [0.9372549  0.93333333 0.9254902  ... 0.84705882 0.81960784 0.8       ]
 [0.92156863 0.90588235 0.9254902  ... 0.8745098  0.81176471 0.80392157]
 ...
 [0.90980392 0.92941176 0.92156863 ... 0.83529412 0.79215686 0.80392157]
 [0.9254902  0.94117647 0.89803922 ... 0.80784314 0.80784314 0.80784314]
 [0.97254902 0.94509804 0.94117647 ... 0.80392157 0.79607843 0.82745098]]"
81,LIDC-IDRI-0154-4,"[[0.48627451 0.49411765 0.50196078 ... 0.5372549  0.40392157 0.19607843]
 [0.49019608 0.49411765 0.50588235 ... 0.55686275 0.44313725 0.24705882]
 [0.48235294 0.49411765 0.48627451 ... 0.56078431 0.50196078 0.31372549]
 ...
 [0.08627451 0.0745098  0.0745098  ... 0.50588235 0.5372549  0.56862745]
 [0.10588235 0.09019608 0.09803922 ... 0.51372549 0.54509804 0.56862745]
 [0.14117647 0.1372549  0.1372549  ... 0.51372549 0.54901961 0.57254902]]"
82,LIDC-IDRI-0154-5,"[[0.49803922 0.49803922 0.49803922 ... 0.56078431 0.55686275 0.45098039]
 [0.49803922 0.50196078 0.50196078 ... 0.55686275 0.57647059 0.49803922]
 [0.50588235 0.51372549 0.50588235 ... 0.55686275 0.57647059 0.52941176]
 ...
 [0.20392157 0.17254902 0.15294118 ... 0.49411765 0.50980392 0.54509804]
 [0.21960784 0.20392157 0.16470588 ... 0.50588235 0.51372549 0.55294118]
 [0.21568627 0.20392157 0.17254902 ... 0.51372549 0.5372549  0.55686275]]"
83,LIDC-IDRI-0001-1,"[[0.94901961 0.95294118 0.95294118 ... 0.10588235 0.10196078 0.09411765]
 [0.95294118 0.96862745 0.96470588 ... 0.09411765 0.09803922 0.10588235]
 [0.96470588 0.97254902 0.97647059 ... 0.0745098  0.07843137 0.09019608]
 ...
 [0.70196078 0.68627451 0.72156863 ... 0.6        0.6        0.60784314]
 [0.70980392 0.69803922 0.71372549 ... 0.61960784 0.60784314 0.61176471]
 [0.69019608 0.70196078 0.69019608 ... 0.56470588 0.61176471 0.57647059]]"
84,LIDC-IDRI-0001-2,"[[0.95294118 0.9372549  0.93333333 ... 0.09411765 0.09803922 0.09803922]
 [0.96470588 0.94901961 0.94509804 ... 0.10588235 0.10588235 0.10196078]
 [0.97647059 0.96862745 0.96470588 ... 0.09019608 0.09019608 0.09019608]
 ...
 [0.72156863 0.69019608 0.69411765 ... 0.60784314 0.57647059 0.6       ]
 [0.71372549 0.69803922 0.70196078 ... 0.61176471 0.61568627 0.57647059]
 [0.69019608 0.70196078 0.70196078 ... 0.57647059 0.59215686 0.61176471]]"
85,LIDC-IDRI-0001-3,"[[0.95294118 0.96862745 0.96470588 ... 0.09411765 0.09803922 0.10588235]
 [0.96470588 0.97254902 0.97647059 ... 0.0745098  0.07843137 0.09019608]
 [0.98039216 0.98431373 1.         ... 0.05098039 0.05882353 0.07843137]
 ...
 [0.70980392 0.69803922 0.71372549 ... 0.61960784 0.60784314 0.61176471]
 [0.69019608 0.70196078 0.69019608 ... 0.56470588 0.61176471 0.57647059]
 [0.67843137 0.71372549 0.70980392 ... 0.59215686 0.59607843 0.61960784]]"
86,LIDC-IDRI-0001-4,"[[0.95294118 0.96862745 0.96470588 ... 0.09411765 0.09803922 0.10588235]
 [0.96470588 0.97254902 0.97647059 ... 0.0745098  0.07843137 0.09019608]
 [0.98039216 0.98431373 1.         ... 0.05098039 0.05882353 0.07843137]
 ...
 [0.70980392 0.69803922 0.71372549 ... 0.61960784 0.60784314 0.61176471]
 [0.69019608 0.70196078 0.69019608 ... 0.56470588 0.61176471 0.57647059]
 [0.67843137 0.71372549 0.70980392 ... 0.59215686 0.59607843 0.61960784]]"
87,LIDC-IDRI-0002-1,"[[0.05098039 0.04313725 0.04313725 ... 0.02352941 0.02745098 0.02745098]
 [0.04705882 0.04313725 0.04705882 ... 0.03137255 0.02352941 0.01568627]
 [0.04313725 0.04705882 0.07058824 ... 0.03921569 0.01960784 0.01960784]
 ...
 [0.45098039 0.45882353 0.46666667 ... 0.43529412 0.44313725 0.44313725]
 [0.42745098 0.42745098 0.42745098 ... 0.43137255 0.43529412 0.43137255]
 [0.43529412 0.43921569 0.44313725 ... 0.43137255 0.42745098 0.41960784]]"
88,LIDC-IDRI-0002-2,"[[0.10588235 0.08627451 0.07843137 ... 0.02745098 0.02745098 0.02745098]
 [0.07058824 0.0627451  0.05882353 ... 0.03921569 0.03529412 0.02745098]
 [0.0745098  0.06666667 0.05882353 ... 0.03137255 0.03529412 0.03921569]
 ...
 [0.48627451 0.49019608 0.49019608 ... 0.48627451 0.48235294 0.4745098 ]
 [0.4745098  0.48235294 0.48627451 ... 0.48235294 0.49411765 0.49019608]
 [0.46666667 0.47058824 0.4745098  ... 0.45098039 0.45098039 0.44313725]]"
89,LIDC-IDRI-0003-1,"[[0.71764706 0.6745098  0.56862745 ... 0.08235294 0.07058824 0.0627451 ]
 [0.71764706 0.67058824 0.56862745 ... 0.08627451 0.05098039 0.03137255]
 [0.70196078 0.62352941 0.48235294 ... 0.0627451  0.03137255 0.02352941]
 ...
 [0.14117647 0.1254902  0.10196078 ... 0.52156863 0.5372549  0.54509804]
 [0.36470588 0.31764706 0.26666667 ... 0.5254902  0.53333333 0.52941176]
 [0.54509804 0.46666667 0.41176471 ... 0.50980392 0.51372549 0.53333333]]"
90,LIDC-IDRI-0003-2,"[[0.14117647 0.10196078 0.0745098  ... 0.56078431 0.55294118 0.54901961]
 [0.42352941 0.36470588 0.31372549 ... 0.57647059 0.57647059 0.58823529]
 [0.58431373 0.57254902 0.54901961 ... 0.54901961 0.55686275 0.55686275]
 ...
 [0.61568627 0.57647059 0.54509804 ... 0.10196078 0.11764706 0.0745098 ]
 [0.65882353 0.60392157 0.56470588 ... 0.07843137 0.0745098  0.05098039]
 [0.68235294 0.63137255 0.58431373 ... 0.05882353 0.05490196 0.04705882]]"
91,LIDC-IDRI-0003-3,"[[0.50588235 0.50980392 0.50588235 ... 0.54901961 0.56078431 0.58823529]
 [0.50196078 0.50588235 0.50588235 ... 0.57254902 0.56862745 0.59215686]
 [0.49803922 0.50196078 0.50588235 ... 0.58431373 0.57647059 0.57647059]
 ...
 [0.06666667 0.07058824 0.0745098  ... 0.70196078 0.71764706 0.72156863]
 [0.0745098  0.07843137 0.08235294 ... 0.71372549 0.7254902  0.7254902 ]
 [0.05882353 0.05098039 0.04705882 ... 0.72941176 0.71372549 0.70196078]]"
92,LIDC-IDRI-0003-4,"[[0.72941176 0.73333333 0.71764706 ... 0.1372549  0.1254902  0.08627451]
 [0.72156863 0.71764706 0.70196078 ... 0.2627451  0.16470588 0.0627451 ]
 [0.72156863 0.70980392 0.67058824 ... 0.2        0.14117647 0.07058824]
 ...
 [0.5254902  0.42745098 0.36470588 ... 0.48235294 0.51372549 0.5254902 ]
 [0.74901961 0.64705882 0.54509804 ... 0.50196078 0.50980392 0.50980392]
 [0.85098039 0.83529412 0.78039216 ... 0.52156863 0.5254902  0.52941176]]"
93,LIDC-IDRI-0003-5,"[[0.50980392 0.50588235 0.49803922 ... 0.56078431 0.58823529 0.60392157]
 [0.50588235 0.50588235 0.50196078 ... 0.56862745 0.59215686 0.60392157]
 [0.50196078 0.50588235 0.50588235 ... 0.57647059 0.57647059 0.6       ]
 ...
 [0.07058824 0.0745098  0.08235294 ... 0.71764706 0.72156863 0.71372549]
 [0.07843137 0.08235294 0.09019608 ... 0.7254902  0.7254902  0.70196078]
 [0.05098039 0.04705882 0.05490196 ... 0.71372549 0.70196078 0.67843137]]"
94,LIDC-IDRI-0003-6,"[[0.14117647 0.10196078 0.0745098  ... 0.56078431 0.55294118 0.54901961]
 [0.42352941 0.36470588 0.31372549 ... 0.57647059 0.57647059 0.58823529]
 [0.58431373 0.57254902 0.54901961 ... 0.54901961 0.55686275 0.55686275]
 ...
 [0.61568627 0.57647059 0.54509804 ... 0.10196078 0.11764706 0.0745098 ]
 [0.65882353 0.60392157 0.56470588 ... 0.07843137 0.0745098  0.05098039]
 [0.68235294 0.63137255 0.58431373 ... 0.05882353 0.05490196 0.04705882]]"
95,LIDC-IDRI-0003-7,"[[0.50588235 0.50980392 0.50588235 ... 0.54901961 0.56078431 0.58823529]
 [0.50196078 0.50588235 0.50588235 ... 0.57254902 0.56862745 0.59215686]
 [0.49803922 0.50196078 0.50588235 ... 0.58431373 0.57647059 0.57647059]
 ...
 [0.06666667 0.07058824 0.0745098  ... 0.70196078 0.71764706 0.72156863]
 [0.0745098  0.07843137 0.08235294 ... 0.71372549 0.7254902  0.7254902 ]
 [0.05882353 0.05098039 0.04705882 ... 0.72941176 0.71372549 0.70196078]]"
96,LIDC-IDRI-0003-8,"[[0.14117647 0.10196078 0.0745098  ... 0.56078431 0.55294118 0.54901961]
 [0.42352941 0.36470588 0.31372549 ... 0.57647059 0.57647059 0.58823529]
 [0.58431373 0.57254902 0.54901961 ... 0.54901961 0.55686275 0.55686275]
 ...
 [0.61568627 0.57647059 0.54509804 ... 0.10196078 0.11764706 0.0745098 ]
 [0.65882353 0.60392157 0.56470588 ... 0.07843137 0.0745098  0.05098039]
 [0.68235294 0.63137255 0.58431373 ... 0.05882353 0.05490196 0.04705882]]"
